"","Column","activity_nr","X.x","reporting_id","state_flag","estab_name","site_address","site_city","site_state","site_zip","owner_type","owner_code","adv_notice","safety_hlth","sic_code","naics_code","insp_type","insp_scope","why_no_insp","union_status","safety_manuf","safety_const","safety_marit","health_manuf","health_const","health_marit","migrant","mail_street","mail_city","mail_state","mail_zip","host_est_key","nr_in_estab","open_date","case_mod_date","close_conf_date","close_case_date","ld_dt","year","X.y","citation_id","delete_flag","standard","viol_type","issuance_date","abate_date","abate_complete","current_penalty","initial_penalty","contest_date","final_order_date","nr_instances","nr_exposed","rec","gravity","emphasis","hazcat","fta_insp_nr","fta_issuance_date","fta_penalty","fta_contest_date","fta_final_order_date","hazsub1","hazsub2","hazsub3","hazsub4","hazsub5","load_dt"
"554",2594,316818491,1117,950622,NA,"CA CORRECTIONS & REHABILITATION - SOLANO","2100 PEABODY RD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000024863",3000,"2013-08-20","2014-01-07","2013-09-20","2014-01-03","2014-01-10 01:01:47 EST",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",2595,316818509,1118,950622,NA,"CA CORRECTIONS CALIFORNIA MEDICAL FACILITY","1600 CALIFORNIA DRIVE","VACAVILLE","CA",95696,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P. O. BOX 2000","VACAVILLE","CA",95696,"N067    000021606",3000,"2013-08-20","2014-02-10","2014-01-17","2014-02-07","2014-02-12 01:01:28 EST",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",2596,316818764,1119,950622,NA,"CALIFORNIA MEDICAL FACILITY","1600 CALIFORNIA DRIVE","VACAVILLE","CA",95687,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000023246",1500,"2013-09-20","2014-08-22","2014-08-11","2014-08-12","2014-08-25 01:01:15 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",2597,316819671,1120,950622,NA,"CA CORRECTIONS AND REHABILITATION","6246 LAMBY ROAD","SUISUN CITY","CA",94585,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"","","",0,"N067    000025961",29,"2014-01-14","2015-03-13","2014-04-01","2015-03-03","2015-03-18 01:00:30 EDT",2015,3124119,"02001","","3241 C","S","2014-04-22","2014-04-25","X",2700,18000,"2014-05-02","2014-07-08",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-03-18 01:00:32 EDT"
"558",2598,316819671,1120,950622,NA,"CA CORRECTIONS AND REHABILITATION","6246 LAMBY ROAD","SUISUN CITY","CA",94585,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"","","",0,"N067    000025961",29,"2014-01-14","2015-03-13","2014-04-01","2015-03-03","2015-03-18 01:00:30 EDT",2015,3124120,"01001","","342 A","O","2014-04-22","2014-04-25","X",3000,5000,"2014-05-02","2014-07-08",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-03-18 01:00:32 EDT"
"559",2599,316819713,1121,950622,NA,"CA DEPT OF CORRECTIONS & REHABILITATION DBA CMF","1600 CALIFORNIA DRIVE","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P. O. BOX 2000","VACAVILLE","CA",95696,"N067    000023793",3000,"2014-01-17","2015-12-23","2014-08-11","2014-08-26","2015-12-26 02:19:14 EST",2014,3124122,"01001","","3203 A07    C","O","2014-08-12","2014-09-14","X",375,375,"","",2,15,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-26 02:19:17 EST"
"560",2600,316819721,1122,950622,NA,"CALIFORNIA MEDICAL FACILITY","1600 CALIFORNIA DRIVE","VACAVILLE","CA",95687,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000025974",300,"2014-01-17","2014-02-21","2014-02-20","2014-02-21","2014-02-24 01:01:07 EST",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",2601,316819937,1123,950622,NA,"CALIFORNIA STATE PRISON SOLANO","2100 PEABODY ROAD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 4000","VACAVILLE","CA",95696,"N067    000011712",150,"2014-02-13","2015-03-13","2014-04-09","2014-05-19","2015-03-18 01:00:30 EDT",2014,3124155,"01001","","3362 G","O","2014-04-10","2014-05-13","X",600,600,"","",10,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-03-18 01:00:32 EDT"
"562",2602,316820398,1124,950622,NA,"CMF, DEPARTMENT OF STATE HOSPITALS VACAVILLE","1600 CALIFORNIA DRIVE","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 2000","VACAVILLE","CA",94596,"N067    000026093",100,"2014-04-04","2014-05-22","2014-05-13","2014-05-21","2014-05-26 01:01:17 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",2603,316820802,1125,950622,NA,"CALIFORNIA MEDICAL FACILITY","1600 CALIFORNIA DRIVE","VACAVILLE","CA",95687,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000023246",30,"2014-05-19","2014-07-08","2014-06-30","2014-07-02","2014-07-11 01:01:32 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",2604,316821024,1126,950622,NA,"CDCR PRISON INDUSTRIES AUTHORITY","2100 PEABODY RD","VACAVILLE","CA",95687,"C",NA,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 4000","VACAVILLE","CA",95687,"N067    000026183",360,"2014-06-10","2019-01-04","2014-06-30","2014-07-22","2019-01-08 00:17:46 EST",2014,3124293,"01002","","    3996","O","2014-06-30","2014-08-14","X",450,450,"","",2,2,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-01-08 00:18:22 EST"
"565",2605,316821024,1126,950622,NA,"CDCR PRISON INDUSTRIES AUTHORITY","2100 PEABODY RD","VACAVILLE","CA",95687,"C",NA,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 4000","VACAVILLE","CA",95687,"N067    000026183",360,"2014-06-10","2019-01-04","2014-06-30","2014-07-22","2019-01-08 00:17:46 EST",2014,3124292,"01003","","    3999 B","O","2014-06-30","2014-08-14","X",300,300,"","",1,2,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-01-08 00:18:22 EST"
"566",2606,316821024,1126,950622,NA,"CDCR PRISON INDUSTRIES AUTHORITY","2100 PEABODY RD","VACAVILLE","CA",95687,"C",NA,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 4000","VACAVILLE","CA",95687,"N067    000026183",360,"2014-06-10","2019-01-04","2014-06-30","2014-07-22","2019-01-08 00:17:46 EST",2014,3124294,"01001","","23400012 A","O","2014-06-30","2014-08-14","X",335,335,"","",1,3,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-01-08 00:18:22 EST"
"567",2607,316821362,1127,950622,NA,"CALIFORNIA STATE PRISON SOLANO","2100 PEABODY ROAD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 4000","VACAVILLE","CA",95696,"N067    000011712",1200,"2014-08-01","2015-12-23","2014-10-02","2014-12-03","2015-12-26 02:19:14 EST",2014,3124340,"01001","","3203 A06","O","2014-10-29","2014-12-01","X",400,400,"","",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-26 02:19:17 EST"
"568",2608,316821362,1127,950622,NA,"CALIFORNIA STATE PRISON SOLANO","2100 PEABODY ROAD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 4000","VACAVILLE","CA",95696,"N067    000011712",1200,"2014-08-01","2015-12-23","2014-10-02","2014-12-03","2015-12-26 02:19:14 EST",2014,3124339,"01002","","3276 E16    C","O","2014-10-29","2014-11-03","I",450,450,"","",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-26 02:19:17 EST"
"569",2609,316821438,1128,950622,NA,"CA DEPT. OF CORRECTIONS & REHABILITATION, CMF","1600 CALIFORNIA DR.","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000026227",1000,"2014-08-22","2015-12-23","2014-10-28","2014-12-10","2015-12-26 02:19:14 EST",2014,3124345,"01003","","5194 F06    A","O","2014-10-31","2014-11-05","I",700,700,"","",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-26 02:19:17 EST"
"570",2610,316821438,1128,950622,NA,"CA DEPT. OF CORRECTIONS & REHABILITATION, CMF","1600 CALIFORNIA DR.","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000026227",1000,"2014-08-22","2015-12-23","2014-10-28","2014-12-10","2015-12-26 02:19:14 EST",2014,3124346,"01001","","5162 A","O","2014-10-31","2014-12-03","X",700,700,"","",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-26 02:19:17 EST"
"571",2611,316821438,1128,950622,NA,"CA DEPT. OF CORRECTIONS & REHABILITATION, CMF","1600 CALIFORNIA DR.","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000026227",1000,"2014-08-22","2015-12-23","2014-10-28","2014-12-10","2015-12-26 02:19:14 EST",2014,3124347,"01002","","5194 H01","O","2014-10-31","2014-12-03","X",525,525,"","",50,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-26 02:19:17 EST"
"572",2752,316888155,1144,950612,NA,"COUNTY OF SANTA CLARA-JUVENILE PROBATION","840 GUADALUPE PKWY.","SAN JOSE","CA",95110,"B",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"2310 N. 1ST ST. STE 204","SAN JOSE","CA",95131,"N069    000028358",500,"2013-03-05","2013-08-16","2013-05-14","2013-07-25","2013-08-19 01:01:18 EDT",2013,3136791,"01001","","3362 G","O","2013-07-15","2013-07-18","I",NA,400,"","",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-08-19 01:01:21 EDT"
"573",2789,316981471,1162,950647,NA,"STATE OF CA, CDC&R, CCI-TEHACHAPI","24900 HWY 202","TEHACHAPI","CA",93561,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N062    000025038",1500,"2014-02-12","2016-03-21","2014-06-26","2015-05-07","2016-03-24 01:05:13 EDT",2015,3156295,"01001","","3380 F03","O","2014-06-26","2014-07-17","X",280,280,"2014-07-14","2015-03-04",1,2,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-03-24 01:05:41 EDT"
"574",2790,316982446,1163,950647,NA,"CA CORRECTIONS & REHABILITATION CALPIA","HWY 1","SAN LUIO OBISPO","CA",93406,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"PO BOX 8101","SAN LUIS OBISPO","CA",93409,"N062    000026084",500,"2014-06-17","2015-03-11","2014-10-15","2014-10-15","2015-03-17 01:01:16 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",2791,316982453,1164,950647,NA,"CA CORRECTIONS & REHABILITATION CALPIA","HWY 1","SAN LUIO OBISPO","CA",93406,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"PO BOX 8101","SAN LUIS OBISPO","CA",93409,"N062    000026084",500,"2014-06-18","2015-12-21","2014-10-16","2015-12-21","2015-12-24 01:00:25 EST",2015,3156478,"02001","","3314 C","S","2014-10-16","2014-10-28","X",18000,18000,"2014-11-04","2015-04-20",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-24 01:00:28 EST"
"576",2792,316982453,1164,950647,NA,"CA CORRECTIONS & REHABILITATION CALPIA","HWY 1","SAN LUIO OBISPO","CA",93406,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"PO BOX 8101","SAN LUIS OBISPO","CA",93409,"N062    000026084",500,"2014-06-18","2015-12-21","2014-10-16","2015-12-21","2015-12-24 01:00:25 EST",2015,3156479,"01001","","14300029 A","O","2014-10-16","2014-11-04","X",NA,375,"2014-11-04","2015-04-20",1,500,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-24 01:00:28 EST"
"577",2793,316983220,1165,950647,NA,"STATE OF CA TEHACHAPI PRISON","24900 HWY 202","TEHACHAPI","CA",93561,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 1031","TEHACHAPI","CA",93581,"N062    000026169",1541,"2014-09-09","2015-12-21","2014-12-08","2015-12-21","2015-12-24 01:00:25 EST",2015,3156621,"01001","","5143 A01","O","2014-12-08","2014-12-11","I",185,560,"2014-12-22","2015-04-10",1,3,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-24 01:00:28 EST"
"578",2795,316992650,1167,950612,NA,"SALINAS VALLEY STATE PRISON","31625 HWY 101","SOLEDAD","CA",93960,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 686","SOLEDAD","CA",93960,"N069    000028624",100,"2013-04-10","2015-01-06","2013-04-15","2013-04-15","2015-01-09 01:01:47 EST",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2813,317077105,1178,950612,NA,"SALINAS VALLEY STATE PRISON","31625 HIGHWAY 101","SOLEDAD","CA",93960,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 1020","SOLEDAD","CA",93960,"N069    000028712",100,"2013-05-16","2013-08-20","2013-05-30","2013-05-30","2013-08-22 02:12:39 EDT",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",2844,317152080,1198,950612,NA,"SALINAS VALLEY STATE PRISON","31625 HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 686","SOLEDAD","CA",93960,"N069    000028857",100,"2013-06-24","2014-05-22","2013-08-26","2013-11-02","2014-05-26 01:01:17 EDT",2013,3181976,"01001","","3203 A06    A","O","2013-08-28","2013-09-02","I",225,450,"","",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2014-05-26 01:01:19 EDT"
"581",2854,317200004,1206,950612,NA,"CORRECTIONAL TRAINING FACILITY-PIA","31625 HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 1020","SOLEDAD","CA",93930,"N069    000029066",100,"2013-09-05","2013-10-16","2013-09-27","2013-09-27","2013-10-18 02:08:45 EDT",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",2855,317200301,1207,950612,NA,"SALINAS VALLEY STATE PRISON","31625 HIGHWAY 101 S.","SOLEDAD","CA",93960,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 686     .","SOLEDAD","CA",93960,"N069    000015023",100,"2013-10-15","2014-05-13","2013-11-21","2013-11-21","2014-05-16 01:01:31 EDT",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",2857,317202786,1209,950614,NA,"ALAMEDA COUNTY SHERIFF'S OFFICE SANTA RITA JAIL","5325 BRODER BLVD","DUBLIN","CA",94568,"B",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"125 12TH ST, STE 300","OAKLAND","CA",94607,"N070    000024909",50,"2013-12-17","2014-08-07","2014-02-19","2014-02-20","2014-08-11 01:01:15 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2858,317203222,2540,950614,NA,"ARAMARK CORRECTIONAL SERVICES, LLC","5325 BRODER BLVD., SANTA RITA JAIL","DUBLIN","CA",94568,"A",0,"N","S",2051,311812,"G","B","","N","","",NA,"","","",NA,"335 BUSH ST., STE 1100 (LBB&S LLP)","SAN FRANCISCO","CA",94104,"N070    000025016",40,"2013-12-17","2014-02-21","2014-02-19","2014-02-20","2014-02-24 01:01:07 EST",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",2859,317205391,1210,950614,NA,"ALAMEDA COUNTY SHERIFF'S OFFICE SANTA RITA JAIL","5325 BRODER BLVD","DUBLIN","CA",94568,"B",0,"N","S",9223,922140,"G","B","","Y","","",NA,"","","",NA,"125 12TH ST., STE. 300","OAKLAND","CA",94607,"N070    000025509",50,"2014-07-21","2014-08-08","2014-08-06","2014-08-07","2014-08-11 01:01:15 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",2874,317216745,1217,950612,NA,"CTF CORRECTIONAL TRAINING FACILITY","HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 686","SOLEDAD","CA",93960,"N069    000029263",100,"2013-11-20","2014-09-03","2014-01-16","2014-03-15","2014-09-06 02:13:17 EDT",2014,3190768,"01003","","25000025","O","2014-01-16","2014-01-21","I",150,450,"","",2,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2014-09-06 02:13:27 EDT"
"587",2875,317216745,1217,950612,NA,"CTF CORRECTIONAL TRAINING FACILITY","HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 686","SOLEDAD","CA",93960,"N069    000029263",100,"2013-11-20","2014-09-03","2014-01-16","2014-03-15","2014-09-06 02:13:17 EDT",2014,3190767,"01004","","3328 C","O","2014-01-16","2014-01-21","I",150,150,"","",2,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2014-09-06 02:13:27 EDT"
"588",2876,317216745,1217,950612,NA,"CTF CORRECTIONAL TRAINING FACILITY","HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 686","SOLEDAD","CA",93960,"N069    000029263",100,"2013-11-20","2014-09-03","2014-01-16","2014-03-15","2014-09-06 02:13:17 EDT",2014,3190769,"01001","","23200006 A","O","2014-01-16","2014-01-21","I",150,150,"","",2,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2014-09-06 02:13:27 EDT"
"589",2877,317216745,1217,950612,NA,"CTF CORRECTIONAL TRAINING FACILITY","HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 686","SOLEDAD","CA",93960,"N069    000029263",100,"2013-11-20","2014-09-03","2014-01-16","2014-03-15","2014-09-06 02:13:17 EDT",2014,3190770,"01002","","23400012 D","O","2014-01-16","2014-01-21","I",150,450,"","",2,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2014-09-06 02:13:27 EDT"
"590",2880,317245371,1220,950621,NA,"CA CORRECTIONS AND REHABILITATION","9850 TWIN CITIES RD","GALT","CA",95632,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N092    000039151",250,"2013-08-02","2013-10-02","2013-09-30","2013-10-01","2013-10-04 02:16:01 EDT",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",2881,317248557,1221,950621,NA,"CA CORRECTIONS & REHABILITATION PELICAN BAY STATE","5905 LAKE EARL DR","CRESCENT CITY","CA",95532,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 7000","CRESCENT CITY","CA",95531,"N092    000034715",1000,"2014-01-14","2014-05-30","2014-04-15","2014-05-28","2014-06-02 01:01:14 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",2882,317248680,2541,950621,NA,"CA CORRECTIONS & REHABILITATION-FOLSOM","300 PRISON RD","REPRESA","CA",95671,"C",0,"N","H",9221,922120,"B","B","","Y","","",NA,"","","",NA,"PO BOX 910","FOLSOM","CA",95673,"N092    000039859",1000,"2014-01-24","2014-05-19","2014-05-13","2014-05-15","2014-05-22 01:01:35 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",2883,317249977,1222,950621,NA,"CA CORRECTIONS","11425 CONVERSATION CAMP RD","NEVADA CITY","CA",95959,"C",0,"N","S",9223,922140,"G","B","","N","","",NA,"","","",NA,"","","",0,"N092    000040135",100,"2014-03-20","2014-07-15","2014-06-30","2014-07-02","2014-07-18 01:01:51 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",2884,317251171,1223,950621,NA,"TRINITY COUNTY ADULT DETENTION FACILITY","101 MEMORIAL DRIVE","WEAVERVILLE","CA",96093,"B",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 1228","WEAVERVILLE","CA",96093,"N092    000040431",16,"2014-06-04","2014-11-18","2014-11-17","2014-11-17","2014-11-21 01:01:47 EST",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",2885,317253094,2542,950621,NA,"CA CORRECTIONS AND REHABILITATION","10000 GOETHE RD C-1","SACRAMENTO","CA",95827,"C",0,"N","S",8322,624190,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N092    000040840",240,"2014-08-15","2014-11-25","2014-11-24","2014-11-25","2014-11-28 01:00:28 EST",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",3022,317680635,1306,950612,NA,"SALINAS VALLEY STATE PRISON","31625 HIGHWAY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P.O. BOX 1080","SOLEDAD","CA",93960,"N069    000027730",100,"2014-06-05","2014-09-17","2014-09-12","2014-09-12","2014-09-20 02:13:10 EDT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",3052,317785046,1324,950624,NA,"CA DEPT OF CORRECTIONS N CA YCF","7650 NEWCASTLE RD","STOCKTON","CA",95213,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N077    000018877",300,"2014-08-07","2016-03-30","2014-10-01","2014-10-22","2016-04-02 02:44:23 EDT",2014,3268057,"01001","","5198 L01    D","O","2014-10-02","2014-11-18","X",420,420,"","",1,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-04-02 02:44:49 EDT"
"598",3053,317785046,1324,950624,NA,"CA DEPT OF CORRECTIONS N CA YCF","7650 NEWCASTLE RD","STOCKTON","CA",95213,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N077    000018877",300,"2014-08-07","2016-03-30","2014-10-01","2014-10-22","2016-04-02 02:44:23 EDT",2014,3268056,"01002","","3203 A04","O","2014-10-02","2014-11-18","X",420,420,"","",1,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-04-02 02:44:49 EDT"
"599",3082,331900134,1347,936200,NA,"DEPARTMENT OF JUSTICE, BUREAU OF PRISONS","US PENITENTIARY13777 AIR EXPRESSWAY BOULEVARD","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"P.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",930,"2012-01-17","2019-11-23","2012-01-18","2012-06-13","2019-11-24 00:22:54 EST",2012,3305637,"02002","","19101200 E01 I","O","2012-05-24","2012-06-05","2",0,0,"","2012-06-20",1,8,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:31:48 EST"
"600",3083,331900134,1347,936200,NA,"DEPARTMENT OF JUSTICE, BUREAU OF PRISONS","US PENITENTIARY13777 AIR EXPRESSWAY BOULEVARD","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"P.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",930,"2012-01-17","2019-11-23","2012-01-18","2012-06-13","2019-11-24 00:22:54 EST",2012,3305633,"02003","","19101200 G08","O","2012-05-24","2012-06-05","2",0,0,"","2012-06-20",1,8,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:31:48 EST"
